name,type,description,abbrev,url,contact_info,year_founded,date_start,date_end,sphere,Recurs,Region,Country,State,City
European Gaming and Betting Association,Actor,"“The European Gaming and Betting Association (EGBA) is the Brussels-based industry body representing the leading online gaming and betting operators established, licensed and regulated within the EU. EGBA works together with national authorities, EU authorities and other stakeholders towards a well regulated and attractive offer for EU citizens.” “EGBA promotes the creation of a safe and reliable European digital environment for online gambling players.”",,http://www.egba.eu/about-us/,,,,,Regional,,Europe,,,
European Parliament,Actor,"“Some members of the European Parliament and the umbrella association for the gambling industry – the European Gaming and Betting Association – have made the case for harmonised legislation across the EU, in order to increase transparency and revenues that are currently hindered by the fragmentation into 28 smaller national markets each with its peculiarities.”",,http://euobserver.com/online-gambling/123649,,,,,Regional,,Europe,,,
Workshop I: On-line Gambling and Sport Integrity,Initiatives & Events,"“The workshop focused on issues related to match-fixing, in particular the identification of the inherent risks, prevention and detection measures, sanctions and methods of enforcement as well as the resources entailed to sustain the endeavours undertaken. The workshop sought to get a better understanding on the nature and scale of the risks involved, existing measures by sport bodies, operators and regulators to protect the integrity of sport and how these could be enhanced.”",,http://ec.europa.eu/internal_market/gambling/docs/workshops/workshop-i-conclusions_en.pdf,,,5/10/2011,,Regional,,Europe,,,
Responsible Gaming Day,Initiatives & Events,"Launched in Brussels in 2007 by EGBA; annual roundtable
“The 6th Responsible Gaming Day (RGD) provided an opportunity for a fact-based discussion of best practices for responsible gaming and betting in the EU.”",,http://www.responsiblegamingday.eu/html/rgd-about.html,,,2007,,Regional,,Europe,,,
Conference on the role of authorities in regulating gambling,Initiatives & Events,"“This conference aimed to advance the debate on the role of regulatory authorities, the prevention of illegal gambling, and the problems and solutions surrounding the social impact of gambling.”",,http://ec.europa.eu/internal_market/gambling/docs/conference-101012/programme_en.pdf,,,10/12/2010,,Regional,,Europe,,,
Gambling in the Single Market: One year after the action plan,Initiatives & Events,"“The Commission communication of 23.10.2012 on online gambling identifies a number of measures to be implemented by the Commission and Member States by 2014. These measures include the evaluation of the implementation of existing EU law by Member States; the coordination of national regulatory authorities; consumer protection and protection of minors; fraud and money-laundering prevention; and combatting manipulation of betting. One year from its adoption, it is time to analyse the state of implementation of this Action Plan in the context of its legislative environment.”",,https://www.era.int/cgi-bin/cms?_SID=cbdd113da437b41ff4a565a74abc8e92e6b9629f00258834483304&_sprache=en&_bereich=artikel&_aktion=detail&idartikel=123858,,,11/25/2013,11/26/2013,Regional,,Europe,Germany,,Trier
10th European conference on Gambling Studies and Policy Issues,Initiatives & Events,"“The aim of the European Association for the Study of Gambling (EASG) is to increase the dialogue between all who are professionally involved in commercial gaming and gambling. This includes governments or governmental bodies, the gambling industry, those who have made gaming and gambling a subject of scientific study and those who are working in the treatment field, gamblers themselves and interested public. The Conference will bring together experts from all over the world and from a wide variety of disciplines.”",,http://www.easg.org/website/conference.cfm?id=23&cid=23&section=INFORMATION,,,9/9/2014,9/12/2014,Regional,,Europe,Finland,,Helsinki
QED Conference - Legislating European gambling: what's next on the agenda?,Initiatives & Events,"""The recent developments within the European Union with the European Commission's action plan and the European Parliament's reports clearly show that the gambling issue has been put at the top of the agenda. Going forward we can expect both a new legislation at the EU level and renewed infringement procedures. Discussion points:
Which initiatives can we expect from the new action plan?
What could be the implications of the new initiatives for private companies and state monopolies?
Is there a future for a common EU license?
Can the EU accept different taxation for online and land-based casinos?
There is a pressure on restarting the infringement procedures. What may this result in?
Will the EU and/or national legislation be able to protect license holders from competition?""",,http://qed.eu/gambling,,,3/19/2013,,Regional,,Europe,Belgium,,Brussels
6th International Casino Conference,Initiatives & Events,"“The International Casino Conference (ICC) was created in 2009 by the European Casino Association, in partnership with Clarion Gaming, as a strategic platform for ECA's members, the European and International casino community to meet and discuss, in an intimate format, solutions to key challenges faced by the industry in Europe. Due to its success, it has become an annual event.”",,http://www.europeancasinoassociation.org/fileadmin/user_upload/images/ICC/Draft_Agenda_ICC_2014.pdf,,,2/3/2014,,Regional,,Europe,UK,,London
European Parliament resolution on online gambling in the Internal Market,Laws & Policies,,,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+TA+P7-TA-2013-0348+0+DOC+XML+V0//EN,,,9/10/2013,,Regional,,Europe,,,
Commission Recommendation: on principles for the protection of consumers and players of online gambling services and for the prevention of minors from gambling online,Laws & Policies,,,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:JOL_2014_214_R_0012,,,7/14/2014,,Regional,,Europe,,,
European Parliament resolution on online gambling in the Internal Market,Laws & Policies,,,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+TA+20111115+ITEMS+DOC+XML+V0//EN&language=EN#sdocta16,,,11/11/2011,,Regional,,Europe,,,
Conclusions on the framework for gambling and betting in the EU member states,Laws & Policies,,,http://www.consilium.europa.eu/uedocs/cms_data/docs/pressdata/en/intm/118398.pdf,,,12/10/2011,,Regional,,Europe,,,
European Parliament resolution on the integrity of online gambling,Laws & Policies,,,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//NONSGML+TA+P6-TA-2009-0097+0+DOC+PDF+V0//EN,,,3/10/2009,,Regional,,Europe,,,
Manifesto for a sustainable EU Policy for Online Gambling,Research & Advocacy,"This manifesto sets out the 5 policy recommendations that EGBA believes are the basis for an effective EU framework that can enable responsible and successful development of the online gambling market. 
1. The European Commission to fulfil its role as Guardian of the Treaty
2. Structured regulatory cooperation among national authorities
3. An EU legal framework for online gambling
4. Problem gambling prevention measures based on evidence
5. EU action to fight sport fraud",,http://www.egba.eu/media/1204-EGBA-Manifesto-on-a-sustainable-EU-policy-for-online-gambling.pdf,,,3/1/2012,,Regional,,Europe,,,
Draft Council of Europe Convention on the Manipulation of Sports Competitions,Laws & Policies,"""As the Parliamentary Assembly has already signalled, illegal betting and “match-fixing” are alarming, widespread practices which jeopardise not only sporting ethics but also the rule of law, as they are closely interconnected with money laundering and international organised crime. No State is immune from this scourge or can remedy it alone, and defeating it will require a global response. There is therefore a compelling need for a Council of Europe Convention on the Manipulation of Sports Competitions, open to all States.
The Committee on Culture, Science, Education and Media fully agrees with the future convention’s approach of progressively harmonising national laws and encouraging co-operation between European and non-European States, as well as between national authorities and all other stakeholders, to ensure the effective prevention, detection and punishment of all the various forms of manipulation of sports competitions.
The committee warmly supports the rapid completion, adoption and ratification of the convention, while calling for the removal of a “loophole” which would allow States not to prosecute foreign people living on their territory. It also seeks a more specific commitment to combat illegal betting, and recommends the drawing up of “model provisions” in order to harmonise the offence of manipulation of sports competitions across different countries. Finally, it calls for sufficient resources to be allocated to the new convention’s monitoring body in order that it may do its job effectively.""",,http://assembly.coe.int/nw/xml/XRef/Xref-DocDetails-EN.asp?fileid=20901&lang=EN,,,5/5/2014,,Regional,,Europe,,,
GREEN PAPER On on-line gambling in the Internal Market,Laws & Policies,“The purpose of this Green paper is to launch an extensive public consultation on all relevant public policy challenges and possible Internal Market issues resulting from the rapid development of both licit and unauthorised on-line gambling offers directed at citizens located in the EU.”,,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:52011DC0128,,,3/24/2011,,Regional,,Europe,,,
Towards a comprehensive European framework for online gambling,Laws & Policies,"Announces “the Recommendation on principles for the protection of consumers and players of online gambling services and the prevention of minors from gambling. The Recommendation encourages Member States to pursue a high level of protection for consumers, players and minors through the adoption of principles for online gambling services and for responsible advertising and sponsorship of those services.”",,http://ec.europa.eu/internal_market/gambling/communication/index_en.htm,,,10/23/2012,,Regional,,Europe,,,
Study Of Gambling Services In The Internal Market Of The European Union,Research & Advocacy,"“The study is the result of close to two years work and provides an analysis of the legal regimes governing gambling and games of chance in the European Union. The study also attempts to give indications on the economic development of the sector. The study confirms that in all Member States the sector is subject to rules and regulations aimed at safeguarding public interest objectives.""
""The purpose of the study is to evaluate how the differing laws regulating on-line and off-line gambling services, as well as games in the editorial content of the media and certain types of promotional games, impact upon the smooth functioning of the Internal Market for these and associated (e.g. media, sports, charity, tourism) services and thus could restrict the eco- nomic and employment growth associated with such services.
The objective of the Study of gambling services is to:
Describe all the relevant national rules and laws pertaining to the commercial communications, establishment and provision of services in the eight market Describe, on the basis of information collected from Member States, stakeholders and market analysts, the expected cross-border development of each of these market sectors and their associated markets in the light of the existing market trends taking due account of technological change and international market trends. 
Determine, in view of these regulatory and market reviews, the existence and nature of Internal Market barriers in these market sectors and relevant associated sectors.""",,http://ec.europa.eu/internal_market/gambling/docs/study1_en.pdf,,,6/14/2006,,Regional,,Europe,,,
Public Consultation on On-line gambling in the Internal Market – Frequently asked questions,Research & Advocacy,"This memorandum ""seeks to clarify the concept of online gambling, to dscribe the content of the Green Paper on online gambling, and to explain why it is necessary to open a public consultation on gambling in the internal market.”",,http://europa.eu/rapid/pressReleasesAction.do?reference=MEMO/11/186&format=HTML&aged=1&language=EN&guiLanguage=en,,,3/24/2011,,Regional,,Europe,,,
Council agrees on general approach for consumer rights,Research & Advocacy,"This press release ""announces the conclusions of the Council of the EU regarding consumer rights. Specifically, the Council agreed on a general approach for a draft directive on consumer rights and mandated the Presidency to pursue negotiations with the EP with the aim of reaching a final agreement at first reading.”",,http://europa.eu/rapid/press-release_PRES-11-7_en.htm?locale=en,,,1/24/2011,,Regional,,Europe,,,
Taxation of internet gaming and gambling in the European Union,Research & Advocacy,"""One of the major issues in cross-border internet gambling is taxation of gambling services. The question arises of how to levy VAT and/or betting and gam- bling taxes on such gambling services in the country of destination. The article ad- dresses this question and examines how VAT will be levied in an EU without borders for services. In addition a brief outline also looks at the way the Dutch betting and gambling tax deals with this phenomenon.""",,http://download.springer.com/static/pdf/599/art%253A10.1007%252Fs12027-009-0144-1.pdf?auth66=1412298731_61f7533a9eafab440209b072bb89b103&ext=.pdf,,,1/21/2010,,Regional,,Europe,,,
Online Gambling: Focusing on integrity and a code of conduct for gambling,Research & Advocacy,"From the authors' abstract: ""Our brief was to research what policy options are available to ensure a reliable and transparent online gambling market, and to establish whether a Code of Conduct for licensed gambling operators is an adequate measure to ensure the integrity of operators. Integrity is defined as relating mainly to fraud but also embraces money-laundering, problem (addictive) gambling, and under-age gambling.""",,http://www.europarl.europa.eu/RegData/etudes/etudes/join/2008/408575/IPOL-IMCO_ET(2008)408575_EN.pdf,,,11/1/2008,,Regional,,Europe,,,
In the Shadow of Luxembourg: EU and National Developments in the Regulation of Gambling,Research & Advocacy,This book provides a number of differing views on the consequences of the stream of gambling related case-law from the European Court of Justice and political debates alongside current regulatory developments occurring within five Member States.,,http://booksandjournals.brillonline.com/content/books/9789004215825,,,1/17/2011,,Regional,,Europe,,,
Stakes and states: gambling and the single market,Research & Advocacy,"“This paper analyses the relationship between the case of gambling at the EU and the aim of achieving the European Single Market, as gambling implies the protection of domestic markets.”",,http://www.tandfonline.com/doi/pdf/10.1080/13501763.2010.499244,,,10/1/2010,,Regional,,Europe,,,
Regulatory perspectives on the future of interactive gambling in the internal market,Research & Advocacy,"""This article seeks to provide some regulatory perspectives on the future of interactive gambling in the European Union's internal market. Long established state monopolies are pitted against private operators who seek to rely upon the free movement of services and the freedom of establishment to expand their markets. Consequently there is an increasing body of case-law from the European Court of Justice. With Member States differing in their views as to how gambling should be regulated and the ability of the internet to facilitate cross-border gambling, the question of how interactive gambling should be regulated within the context of the internal market is ever present. Following an overview of existing European case-law, specific secondary Community legislation is discussed as well as the so-called ""race to the bottom"" and the abuse of rights with the aim of giving some insights into the future regulation of this sector.""",,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1123863,,,2008,,Regional,,Europe,,,
"Free movement of services: Commission inquires into restrictions on the provision of certain gambling services in Austria, France and Italy",Research & Advocacy,"This press release ""provides an explanation of why the European Commission has decided to send requests for information on national legislation restricting the supply of certain gambling services to Austria, France and Italy, and describes the situation in these three Member States concerning their legislation on gambling.”",,http://europa.eu/rapid/press-release_IP-06-1362_en.htm?locale=en,,,10/12/2006,,Regional,,Europe,,,
"Fair, honest, safe and fun: the case of cross border gambling in the European Union",Research & Advocacy,"""The purpose of this report, an earlier version of which was published by ARGO in 2005, is to assess the issues surrounding cross border gambling in the European Union and to explain why properly regulated EU-based operators should have full access to European markets.
The report demonstrates that the current situation is unsatisfactory and, in the longer term, unsustainable. It is designed to inform future debates on this subject and it should be of particular interest to European Commissioners, Members of the European Parliament, officials and regulators from Member States, and everyone else that is willing to adopt an objective approach to the issue of the free movement of remote gambling services and the appropriate regulation of these activities.""",,http://www.rga.eu.com/data/files/a4_fair_honest_safe__fun_v3.pdf,,,2011,,Regional,,Europe,,,
Charity Lotteries: Turning Chance into Change,Research & Advocacy,ACLEU position paper on charity lotteries in the EU.,,http://www.acleu.eu/web/file?uuid=3af54c3e-2d69-47be-95da-8dfbf7730bf1&owner=1e6daf00-405a-4a78-a5f1-9b4790310ed6,,,2/1/2011,,Regional,,Europe,,,
"Responsible gaming, a Statement of Principles and a Showcase of Best Practice from the European Gaming and Amusement Industry",Research & Advocacy,,,http://www.euromat.org/uploads/documents/EUROMAT_brochure_1_web.pdf,,,2007,,Regional,,Europe,,,
On-line gambling – After the Green Paper which way forward,Initiatives & Events,"The aim of this hearing was to discuss the preliminary draft EESC opinion on the Commission’s Green Paper as well as to hear the view of stakeholders and interested parties, especially from the lotteries, the gambling sector, the sport industry, but also from the regulators, as well as from the consumer side, all of which are particularly concerned by this issue.
This hearing also focused on the possible future direction of the industry.""",,http://www.eesc.europa.eu/?i=portal.en.events-and-activities-gambling,,,9/6/2010,,Regional,,Europe,Belgium,,Brussels
Study on online gambling and adequate measures for the protection of consumers of gambling services,Research & Advocacy,“A study on behavioural responses to test a set of consumer protection measures related to online gambling. The study tested the relative effectiveness of different measures and indiviuals’ reaction.”,,http://ec.europa.eu/internal_market/gambling/docs/initiatives/140714-study-on-online-gambling-final-report_en.pdf,,,3/15/2014,,Regional,,Europe,,,
European Gaming and Amusement Federation,Actor,"“EUROMAT, the European Gaming and Amusement Federation, represents the gaming and amusement machine industry before the European Union. EUROMAT members manufacture, distribute and operate gaming and amusement machines outside casinos. Gaming and amusement machines are designed to provide customers with an enjoyable leisure and entertainment experience.”
""The European Gaming and Amusement Federation (EUROMAT) was established in 1979 to represent the European amusement and gaming industry at EU level and consists of 21 member National Associations (including 2 observers) from 16 European countries. EUROMAT endeavours to stay abreast of any European policy developments and therefore is run by a Brussels based secretariat and has an Executive Committee which advises the General Assembly on all matters requiring to be considered.""",EUROMAT,http://www.euromat.org/index.php?page=35&node=35&PHPSESSID=9695b30678661c20e61586e330ef8e96,,1979,,,Regional,,Europe,,,
Council of the European Union,Actor,"""The Council of Europe is the continent's leading human rights organisation.
It includes 47 member states, 28 of which are members of the European Union. All Council of Europe member states have signed up to the European Convention on Human Rights, a treaty designed to protect human rights, democracy and the rule of law.""",CoE,http://hub.coe.int/,,,,,Regional,,Europe,,,
International Association of Gaming Regulators,Actor,"“The International Association of Gaming Regulators (IAGR) consists of representatives from gaming regulatory organizations throughout the world."" ""The mission of IAGR is to advance the effectiveness and efficiency of gaming regulation by providing:
a forum in which gaming regulators from around the world can meet, exchange views and information, and discuss policy issues among themselves and with representatives of the international gaming industry;
a means of fostering cooperation between gaming regulators in the performance of their official duties; and
a central point of contact for inquiries from governments, gaming regulatory agencies and personnel, and representatives of the international gaming industry.""",IAGR,http://iagr.org/,,,,,Global,,,,,
Gaming Regulators European Forum,Actor,"""The Forum has two main objectives: A. to provide a forum in which European gaming regulators can meet, exchange views and information and discuss policy on gaming matters; and B. on special occasions and with the agreement of participants represent the different views of European gaming regulators and also provide a central point of contact for enquiries directed at them from authorities or related organisations in Europe and elsewhere.”",GREF,http://www.gref.net/,,,,,Regional,,Europe,,,
European Committee for Standardization,Actor,"“CEN, the European Committee for Standardization, is an association that brings together the National Standardization Bodies of 33 European countries”
""CEN supports standardization activities in relation to a wide range of fields and sectors including: air and space, chemicals, construction, consumer products, defence and security, energy, the environment, food and feed, health and safety, healthcare, ICT, machinery, materials, pressure equipment, services, smart living, transport and packaging.""",CEN,https://www.cen.eu/Pages/default.aspx,,,,,Regional,,Europe,,,
Remote Gambling Association,Actor,"“The RGA is the largest online gambling trade association in the world, representing most of the world’s largest licensed and stock market-listed remote gambling operators and software providers . We provide the remote gambling industry with a single voice on all issues of importance to regulators, legislators, and key decision-makers”",RGA,http://www.rga.eu.com,,,,,Regional,,Europe,,,
European Association for the Study of Gambling,Actor,"""The European Association for the Study of Gambling (EASG) aims to increase the level of dialogue between its members representing various aspects of gambling.
The association provides a forum for the systematic study, discussion and dissemination of knowledge about all matters relating to the study of gambling in Europe and promotes the comparative study of:
Historical, economical, mathematical, social and psychological aspects of gambling
Development, execution and evaluation of the regulation of gambling
Ethical marketing and management of gambling opportunities
Understanding of the development of pathological gambling and the provision of prevention and treatment programmes
The EASG avoids taking a communal view about any specific issue relating to gambling.""",EASG,http://www.easg.org/website/index.cfm?id=69,,,,,Regional,,Europe,,,
“Money for nothing”: The case law of the EU Court of Justice on the regulation of gambling,Research & Advocacy,"""In a series of recent judgments, the Court of Justice has developed its approach to games of chance and online gambling. It has made it clear it will not use the EU free movement of services provisions to liberalize the internal market for games of chance. Member States are given a remarkable discretion to regulate gambling services. To this end, the Court applies its standard test for restrictions very flexibly, including even an interesting moral strand, on the basis of overriding reasons in the general interest and objectives of combating fraud and gambling addiction. The remaining scrutiny is essentially left to the national courts. As far as the award of licences is concerned, the requirements of transparency are applied more strictly, which may have a significant impact on market access. This contribution provides a thorough analysis of the EU framework now in place for games of chance. In addition, it proposes some general guidelines for the needed political, legislative activity at the EU level. Such activity could enhance both revenue and Member State control over gambling services, whilst allowing cooperation between them to achieve their individual objectives."" ",,http://www.kluwerlawonline.com/abstract.php?id=COLA2011046&PHPSESSID=jdetpsohptdiig8uscjdgfhqq6,,,2011,,Regional,,Europe,,,
In a Bet there is a Fool and a State Monopoly: Are the Odds Stacked against Cross-border Gambling?,Research & Advocacy,"This article analyses the case-law of the ECJ regarding cross-border gambling. It looks at national regulation with regard to the concept of mutual recognition, on one side, and state monopolies on public interest grounds, on the other side.",,http://www.euce.org/eusa/2011/papers/11a_doukas.pdf,,,2011,,Regional,,Europe,,,
Belgian Gaming Commission,Actor,"""The Belgian Gaming Commission (BGC) is a federal institution that ensures the protection of players, advices the government on games of chance, and makes important decisions on whether to grant licenses to casino’s, arcades, suppliers, and gaming employees. When considering license applications, employees must make certain that all candidates meet the necessary requirements and regulations and ensure that all the required information is collected and made accessible to the decision makers. However, granting gaming licenses is not a stagnant business. During the lifecycle of a gaming license, there are usually subsequent procedures that trigger the need for new information to be captured and recorded.""",,http://www.gamingcommission.be/opencms/opencms/jhksweb_nl/home/,http://www.gamingcommission.be/opencms/opencms/jhksweb_nl/contact/,,,,Regional,,Europe,Belgium,,
Academy of European Law,Actor,"""The Academy of European Law is a non-profit public foundation that provides training in European law to legal practitioners. Its patrons include most EU member states and it is supported by the EU. ERA organises conferences and seminars around Europe, has an e-learning platform and publishes a legal journal ERA Forum.""",,https://www.era.int/cgi-bin/cms?_SID=NEW&_sprache=en&_bereich=ansicht&_aktion=detail&schluessel=era,,,3/1/1992,,Regional,,Europe,,,
QED,Actor,"""QED is an acronym of the Latin phrase “Quod Erat Demonstrandum”, which means ""what was to be demonstrated"". As a meeting organiser and a provider of a neutral platform we identify new legislative proposals and make sure that the most relevant policy makers, regulators, NGOs and companies participate in the debate. We firmly believe that through meetings and dialogue we can create better understanding and in the end better policy making.
QED is an independent meeting organiser specialised in creating a forum for dialogue between policy makers, regulators, NGOs and companies. By inviting representatives from all sides of the discussion we make sure that the debate is balanced and focused on the relevant issues.
QED was created in Brussels for the Brussels arena. As an event organiser, our main focus is European Affairs events.""",,http://qed.eu/index,http://qed.eu/contact,,,,Regional,,Europe,Belgium,,
European Casino Association,Actor,"""The European Casino Association (ECA) represents national associations and individual operators of licensed land-based casinos in Europe. To date, the ECA represents the interests of approximately 900 casinos and over 70,000 employees in 24 countries across Europe. Founded in the early 1990s as the European Casino Forum, the ECA has grown steadily over the years and today includes members from nearly all EU Member States, as well as Switzerland and Serbia.""",,http://www.europeancasinoassociation.org/,info@europeancasinoassociation.org,,,,Regional,,Europe,,,
Parliamentary Assembly of the Council of Europe,Actor,"""The Assembly brings together 318 men and women from the parliaments of the Council of Europe's 47 member states. Though it contains many voices, reflecting political opinion across the continent, its mission is to uphold the shared values of human rights, democracy and the rule of law that are the ""common heritage"" of the peoples of Europe.
Though its texts are not binding, the Assembly speaks on behalf of 800 million Europeans and the 47 Council of Europe governments must give a collective reply. It is the democratic conscience of Greater Europe.""",PACE,http://www.assembly.coe.int/nw/Home-EN.asp,,,,,Regional,,Europe,,,
René Van der Paardt,Actor,"""René N.G. van der Paardt (1952), tax adviser, is a member of the VAT, Customs and International trade practice group. He advises various banks, insurance companies, pension funds, property funds, property developers, municipalities and housing corporations on VAT and real estate transfer tax. He is also a VAT consultant to several importing and exporting companies. René is a professor in sales taxes at the Faculty of Economic Sciences at the Erasmus University Rotterdam. He is a member of the IFA and the Association of Real Estate Advisors and has written many articles on VAT and real estate transfer tax.""",,http://www.loyensloeff.com/en-US/OurPeople/Pages/PaardtRen%C3%A9van%20der.aspx,rene.van.der.paardt@loyensloeff.com,,,,Regional,,Europe,,,
European Parliament Directorate-General Internal Policies of the Union,Actor,"""The Directorate-General for Internal Policies of the Union is responsible for organising the work of Parliament's committees in the field of internal policies and contributing to the exercise and development of the legislative and control powers of the European Parliament.""",,http://www.europarl.europa.eu/aboutparliament/en/00d7a6c2b2/Secretariat.html?tab=eParliament_secretariat_dgipol,,,,,Regional,,Europe,,,
Alan Littler,Actor,"Gaming Lawyer at Kalff Katz & Franssen Attorneys at Law
Specialties:European Community law; in particular gambling regulation, competition and law & economics, public procurement, and non-discrimination. Also GATS/WTO.",,https://www.linkedin.com/in/alanlittler,,,,,Regional,,Europe,,,
Nele Hoekx,Actor,"""Nele Hoekx obtained a law degree at the K.U. Leuven (2004) and studied at the Université de Montpellier I (2002-2003). Nele started her career as a full-time
researcher at the Contract and Property Research Alliance (K.U. Leuven) in 2004 and worked on a research project on the legal definition of gambling, commissioned by the Ministry of Justice. She also collaborated on a study for the European Commission on alternative means of consumer redress. In October 2010 she defended a doctoral thesis in the field of online gambling. She has published on gambling and gaming contracts and was a speaker at several international conferences. Besides gambling she mainly works in the field of Belgian contract law.
She is an expert at the Belgian Gaming Commission and co-founder (together with Prof. dr. A-L Verbeke) of the Research Program on Gambling Law at the University of Leuven.""",,https://www.law.kuleuven.be/gambling/summerschool/docs/nele-hoekx,,,,,Regional,,Europe,,,
Cyrille J.C.F. Fijnaut,Actor,"""Cyrille Fijnaut is professor of international and comparative criminal law at the Law School of Tilburg University. In the past he was professor of criminology and criminal law at the Erasmus University Rotterdam, the Netherlands, and the K.U. Leuven, Belgium. He is a member of the Global Law School Faculty of the New York University School of Law.

His main research interests are related to organised crime and terrorism, international police and judicial cooperation, comparative criminal procedure and police law, the history of European criminology and of policing in Europe, police and judicial cooperation in the Benelux. In these fields he wrote and edited some 75 books and published hundreds of articles in learned and professional journals and edited books. In 2004 he edited together with L. Paoli the book “Organised Crime in Europe; concepts, patterns and control policies in the European Union and beyond” (Springer), and together with J. Wouters and F. Naert the book “Legal instruments in the fight against international terrorism; a transatlantic dialogue” (Martinus Nijhoff). His comprehensive history of the Dutch police in the 19th and 20th century was in 2007 published in Amsterdam (Boom).

In addition he has worked in the last 15 years as an expert for a number of governmental and parliamentary committees of inquiry in Belgium and the Netherlands with regard to organised and professional crime problems and in relation to security issues. He was a.o. the rapporteur of the committee that investigated the safety and security problems of Pim Fortuin, the dutch politician who was killed in May 2002. At this moment he spends most of his energy on a book on the future of police and judicial cooperation in the framework of the internal and external security policies of the European Union.

Since 2005 he has a special chair, sponsored by the Dutch State Lottery, on the regulatory aspects of gambling. In the framework of this chair he edited since then – together with A. Littler and T. Spapens - a number of books on the national and international legal, economical and criminological aspects of the regulation of gambling in (the Member States of) the European Union, published by Brill.""",,https://www.law.kuleuven.be/gambling/summerschool/docs/cvCF,,,,,Regional,,Europe,,,
Alain-Laurent Verbeke,Actor,"""Alain-Laurent Verbeke is an attorney-at-law at the Brussels and Kortrijk bar. At KULeuven he holds several directorships of which co-director of the Leuven Center for Collaborative Management is one. At Harvard he is affiliated with the Program on Negotiation. He is a member of the International Academy of Estate and Trust Law, the Society of Trust and Estate Practitioners (STEP Benelux) and the International Association for Conflict Management.""",,http://www.greenille.eu/en/team-members/alain-laurent-verbeke/,averbeke@grenille.be,,,,Regional,,Europe,,,
Vincent Della Sala,Actor,"""Vincent Della Sala is Associate Professor of Political Science, Department of Sociology and Social Research, University of Trento and Adjunct Professor at the Bologna Center, SAIS, Johns Hopkins University. He was previously Associate Professor of Political Science at Carleton University and Assistant Professor of Political Science at Brock University and served as a Lecturer in Politics at the University of Durham. He holds a D.Phil. in Politics from the University of Oxford.""",,http://www.jhubc.it/OUR-FACULTY/profprofile.cfm/profid=165,Vincent.Dellasala@soc.unitn.it,,,,Regional,,Europe,,,
Association of Charity Lotteries in the European Union,Actor,"""The Association of Charity Lotteries in the European Union (ACLEU) is an international non-profit organisation, established in 2007 to promote the charity lottery model and to give a voice to charity lotteries and their beneficiaries in the European debate on games of chance and in all matters relating to fundraising through charity lotteries. ACLEU members contribute a large portion (up to 80%) of their sales to a wide range of NGOs, including well-known organisations as Amnesty International, WWF and Unicef, but also to local welfare organisations.

The members of ACLEU believe charities in every EU Member State should be enabled to use a charity lottery as a fundraising tool. We also believe that charity lotteries should be nation-wide lotteries, financing national civil societies, and working with a licence issued by the national government. Charity lotteries have proven to be successful in the Netherlands, Sweden, Ireland and the United Kingdom. These lotteries have joined forces in ACLEU to promote the model throughout Europe by making politicians, policymakers and charities aware of the existence of this model. This way, more charitable organisations will be able to benefit from revenues from charity lotteries.""",ACLEU,http://www.acleu.eu/,,2007,,,Regional,,Europe,,,
European Economic and Social Committee,Actor,"""The European Economic and Social Committee (EESC) is a consultative body of the European Union. This part of the web site is dedicated to the general presentation of the Committee including information on its role, work and structure. The organisational chart and the information on the different working bodies, such as Presidency, Groups and Sections, can be found here. The EESC Members, documents, policy areas (themes), events and press related information can be found under the other main navigation tabs. Under the tab ""Take part"" you can find information on the different ways the citizens can get involved with the Committee; this can be through the interactive tools available on this web site or taking physically part in the visits, competitions and other activities organised by the EESC.""",EESC,http://www.eesc.europa.eu/?i=portal.en.home,,1957,,,Regional,,Europe,,,
Cristiano Codagnone,Actor,"""Cristiano Codagnone is co-founder of Open Evidence and holds academic positions at both the University of Milan and the Universitat Oberta de Catalunya (UOC). He has a degree in Economics from Bocconi University (1988), and a Ph.D. in Sociology from New York University (1995). He has been steadily teaching undergraduate and graduate courses in several universities ever since 1989. Besides seven years spent in the USA, he has had research experiences and worked in Russia, the Netherlands, and Spain, and he has also served as policy officer with the United Nations in Rome (2003-2004) and with the European Commission in Seville (2009-2011). He has 25 years of multi-disciplinary scientific and policy-applied research experience spanning across economics, sociology and behavioural studies. He has methodological expertise in both qualitative and quantitative research, including in the design of experiments, surveys, case studies, and qualitative comparative analysis. Throughout his research trajectory across scientific and policy domains Cristiano has maintained a perspective at the crossroads between sociology and economics and between micro and macro. Ever since 2011 he has focused more on experimental behavioural sciences to work at agency/structure juncture also with the aim to introduce novel approaches to policy-making and policy impact evaluation. In the past 10 years Cristiano has successfully directed more than 50 socio-economic studies and research projects funded by the European Commission for DG Connect, DG SANCO, DG MARKT, DG CLIMA and for the JRC.""",,https://www.linkedin.com/pub/cristiano-codagnone/b/a56/42a,https://twitter.com/ccodag,,,,Regional,,Europe,,,
